2004-09-15 08:12:33,1,-9,-15,2,-14,4,-8,-10,-14,-6,-7,-4,-10,-17,-2,2,1,0,-2,7,3,-6,-11,-2,2,-10,-3,11,-2,7,13,-3,8,4,-4,-7,-12,-15,5,18,12,16,-8,14,-7,7,26,19,2,10,2,14,1,15,35,29,-4,23,14,16,7,2,15,15,13,24,16,26,6,44,16,18,34,20,20,39,20,19,38,40,15,13,14,25,20,30,24,21,47,32,34,24,15,30,52,30,50,58,28,38,26,45,50,42,24,33,49,35,33,38,54,52,41,28,49,46,46,34,57,60,46,61,47,51,45,44,44,46,62,52,51,52,58,58,52,55,42,55,62,52,65,56,58,68,57,62,61,51,57,45,49,52,40,49,48,38,48,50,53,50,53,48,42,50,47,51,45,58,59,50,52,55,49,37,46,46,49,29,51,44,54,42,48,41,41,61,50,62,37,46,29,41,25,31,42,20,36,39,56,28,36,38,40,47,40,38,19,32,40,46,44,34,43,47,33,44,18,47,33,36,37,37,48,62,29,28,32,39,58,51,59,62,52,39,50,48,60,65,57,49,63,55,69,66,64,58,62,79,71,67,63,67,57,55,64,58,57,59,72,64,56,53,45,73,53,59,49,47,34,60,46,40,33,43,44,36,46,31,28,32,18,28,31,26,26,23,31,34,23,25,21,29,35,35,11,44,24,29,35,34,28,18,22,30,26,36,30,31,40,28,32,22,11,29,21,34,36,36,42,43,17,25,24,32,19,34,43,69,111,158,197,246,307,329,370,407,403,436,439,416,404,392,362,309,284,266,210,170,138,97,85,77,63,53,50,27,24,33,32,14,16,11,10,5,4,-8,8,0,-5,-6,-10,1,-7,6,-8,-13,-10,-10,-4,4,4,-4,-6,-10,-5,-5,-9,-25,17,1,-7,4,-1,-3,-14,-5,3,-5,3,0,0,-3,1,12,-8,5,7,4,29,5,12,11,-3,8,3,10,11,29,22,31,9,8,20,16,22,16,19,22,24,33,30,13,13,19,25,10,21,14,10,8,18,6,43,11,22,15,24,25,20,36,24,37,40,30,18,39,31,31,28,35,30,32,35,35,28,23,57,24,43,30,45,31,34,26,27,32,48,46,42,40,44,46,41,51,34,40,48,42,45,45,55,50,47,55,33,65,58,33,65,42,SampleRate:500/TimeStamp(20)/TimeStamp(120)/TimeStamp(220)/Beep_Pulse(346)/TimeStamp(320)/TimeStamp(420)/HeartBeat_Dominant(333)
2004-09-15 08:12:34,59,74,43,40,57,52,62,64,52,57,65,67,56,54,60,79,62,54,64,54,69,62,50,57,56,50,67,51,57,53,55,58,56,42,48,50,58,41,60,43,63,58,66,50,48,68,55,62,68,63,54,67,48,56,56,58,56,59,55,55,61,56,61,60,41,56,54,34,53,57,52,45,34,49,68,50,42,34,37,47,29,55,63,46,49,42,46,30,34,42,41,38,56,21,33,41,28,59,55,50,40,51,33,36,43,64,47,49,66,44,50,56,49,47,58,50,61,62,47,58,61,65,64,61,62,78,56,89,78,72,71,58,56,53,62,62,45,58,67,61,67,62,67,42,54,65,56,52,54,53,42,39,16,36,44,50,46,36,36,47,32,46,33,15,32,30,26,24,17,40,22,33,35,37,31,23,30,20,54,45,33,47,22,35,41,38,41,24,51,35,38,34,34,55,25,37,39,41,44,23,33,12,35,20,7,43,67,72,104,143,187,244,300,340,388,396,425,426,440,440,430,401,369,322,293,251,193,166,144,129,87,66,50,49,53,41,28,25,31,42,12,19,7,-5,21,-4,12,-2,7,26,4,-2,2,-9,-6,15,-9,8,-1,-4,1,6,-12,3,-2,14,-1,7,-11,7,-2,20,3,-10,7,6,15,13,3,-10,18,12,9,18,-6,6,-3,18,2,10,9,21,26,3,15,28,6,7,22,10,-9,2,4,8,19,24,21,18,13,21,6,19,6,17,27,2,28,30,15,28,12,31,33,28,34,34,29,42,27,17,15,23,14,23,34,9,17,20,40,29,30,34,23,41,24,26,32,47,15,34,28,31,28,36,48,37,39,28,25,47,43,36,62,47,51,46,48,51,44,35,58,55,47,41,64,33,69,55,51,48,56,67,52,64,66,51,40,61,70,65,81,72,59,67,71,78,71,75,73,71,66,41,56,58,51,68,65,51,59,72,68,65,56,63,57,72,60,74,58,46,50,67,75,66,58,43,45,62,51,52,53,53,61,43,56,66,60,48,58,53,63,70,35,39,41,57,42,64,43,45,42,32,64,45,69,67,63,58,53,53,47,46,49,57,37,58,45,48,60,47,58,60,37,58,53,39,44,45,43,57,31,39,54,34,62,62,51,50,46,53,59,61,79,60,69,61,52,53,71,69,SampleRate:500/TimeStamp(20)/TimeStamp(120)/Beep_Pulse(226)/TimeStamp(220)/TimeStamp(320)/TimeStamp(420)/HeartBeat_Dominant(213)
2004-09-15 08:12:35,63,60,64,72,80,77,78,68,74,85,86,68,77,42,74,65,38,55,68,91,72,44,60,68,46,44,56,49,60,41,48,22,27,37,30,39,35,35,22,23,30,29,21,6,19,29,20,25,29,21,35,26,22,25,21,18,39,19,20,20,12,21,19,26,24,21,21,25,17,21,26,33,32,31,32,18,16,40,18,41,26,28,-7,0,28,29,52,73,93,146,194,243,304,344,362,421,429,439,449,437,421,412,378,326,290,233,201,176,145,102,101,75,64,48,54,44,55,25,35,16,0,-1,0,13,8,9,7,-4,5,17,3,-17,7,-21,-6,10,9,10,6,2,10,-1,12,-17,-13,-8,13,6,24,0,16,3,0,-11,6,3,8,-3,-1,2,1,9,23,7,7,23,9,21,3,15,2,18,21,-4,20,11,23,18,24,19,35,21,31,11,28,17,27,21,21,30,36,38,9,24,19,17,16,23,22,31,32,25,21,21,19,20,37,31,45,38,30,25,15,19,20,33,41,29,19,24,35,13,29,25,36,30,52,40,27,37,32,29,31,31,41,40,52,52,43,32,41,35,35,45,36,44,54,35,40,43,41,52,47,40,52,49,61,44,65,66,61,73,37,65,79,64,83,67,78,84,79,89,74,83,80,70,69,72,89,71,70,79,61,58,84,70,73,58,81,71,69,78,70,48,76,74,74,70,61,75,69,66,70,64,82,60,56,66,54,60,77,60,68,57,69,65,52,51,61,51,56,68,59,55,71,60,69,53,75,51,69,71,84,63,73,61,55,66,56,62,52,60,61,45,52,68,62,76,72,51,65,58,54,57,56,57,46,49,51,65,58,43,66,55,45,50,49,51,66,80,67,65,64,42,81,58,60,61,68,77,80,73,62,82,68,89,82,80,89,105,94,96,81,76,71,79,66,72,63,49,82,83,89,69,70,59,76,73,60,55,64,65,63,47,37,29,48,42,43,44,31,32,34,27,39,44,38,45,30,28,18,28,29,29,57,40,38,39,33,39,44,35,32,32,26,41,39,36,44,41,52,44,45,41,44,34,43,44,33,29,38,28,33,35,34,32,35,36,48,67,95,159,212,253,313,376,423,430,460,475,470,461,439,423,400,367,298,267,232,184,170,129,106,94,65,59,67,43,48,34,SampleRate:500/Beep_Pulse(106)/TimeStamp(20)/TimeStamp(120)/TimeStamp(220)/TimeStamp(320)/Beep_Pulse(488)/TimeStamp(420)/HeartBeat_Dominant(97)/HeartBeat_Dominant(471)
2004-09-15 08:12:36,35,36,14,16,12,20,-2,3,5,17,5,-6,10,7,-1,-3,7,12,-6,9,4,-1,-13,-1,6,16,3,-3,3,3,10,-8,7,-2,13,5,-5,5,13,5,4,10,-3,0,6,6,-6,12,4,12,13,1,2,11,1,10,12,0,24,18,17,1,35,20,16,12,11,26,17,9,26,10,15,28,14,19,19,23,9,15,14,25,27,23,15,36,25,42,18,12,11,10,39,34,17,24,35,20,39,20,25,20,29,6,42,28,29,25,24,39,29,21,20,32,38,21,25,23,26,28,44,29,5,44,14,28,27,25,24,34,16,25,37,19,29,35,49,52,35,53,34,38,43,60,54,59,39,45,42,49,65,47,55,48,52,46,50,65,72,63,58,58,35,57,64,47,53,57,66,39,54,48,53,44,54,57,58,52,69,57,43,27,37,36,38,52,49,47,35,33,39,37,35,41,60,35,43,53,41,36,48,32,37,33,38,45,51,42,53,58,35,51,58,33,35,56,23,33,53,29,20,42,41,42,42,40,27,38,41,42,53,24,38,46,47,20,44,40,42,32,37,60,42,24,42,57,32,36,57,50,50,34,57,41,63,34,54,49,68,60,66,48,49,62,51,52,61,66,72,68,77,73,70,74,63,59,55,55,62,52,76,62,66,53,54,47,49,47,44,60,34,39,29,35,33,48,21,36,35,30,7,31,20,9,21,28,23,18,18,23,30,15,17,9,10,7,34,13,15,18,20,23,29,21,6,21,32,42,33,34,34,5,24,21,39,10,29,17,10,42,10,17,25,4,11,3,-14,8,18,46,64,92,145,183,238,279,327,357,404,413,425,420,420,405,377,369,316,276,249,205,156,140,107,98,65,47,51,43,50,29,27,15,1,12,8,-4,-6,-4,-11,-6,-12,-12,0,-20,7,-9,-35,-15,-1,-21,-1,-17,-18,-13,-4,-20,-25,-12,-24,-19,-5,7,-16,-6,-11,2,-14,-8,0,8,1,-6,-1,6,-3,-13,2,-16,-15,2,4,4,21,-8,-14,1,-10,22,16,10,16,11,15,7,11,9,2,23,17,7,2,21,8,17,0,7,11,11,7,25,19,-2,12,11,10,20,9,13,19,28,23,16,33,18,1,19,23,9,30,15,7,29,12,23,20,30,44,27,33,23,33,37,25,29,35,44,20,44,20,37,SampleRate:500/TimeStamp(20)/TimeStamp(120)/TimeStamp(220)/Beep_Pulse(370)/TimeStamp(320)/TimeStamp(420)/HeartBeat_Dominant(360)
2004-09-15 08:12:37,27,39,30,13,46,42,31,34,23,27,35,17,43,31,42,52,33,48,43,45,40,57,54,47,39,67,48,43,47,40,70,46,78,50,56,64,60,68,49,66,68,48,59,63,59,41,55,47,49,46,40,63,47,34,28,50,44,54,35,47,53,60,54,41,48,45,30,46,42,47,46,46,47,52,28,42,31,48,36,33,57,35,51,36,49,37,34,39,34,37,37,39,45,52,54,31,38,33,56,33,48,44,39,56,32,38,31,44,38,31,20,29,29,34,51,37,36,49,41,46,45,39,28,42,52,29,51,28,49,54,50,31,52,44,56,67,49,42,61,52,43,62,54,52,76,64,60,69,70,87,72,86,72,75,59,71,57,68,68,73,66,63,82,65,42,58,59,43,36,53,46,55,39,51,39,52,38,38,36,15,42,34,20,15,30,30,34,12,3,38,36,25,49,31,14,37,29,26,22,28,28,27,11,22,26,21,18,27,28,18,22,25,16,8,30,5,12,44,25,34,42,19,12,16,15,21,18,4,28,17,55,73,122,159,209,253,298,327,365,396,430,415,427,412,404,385,342,312,297,233,201,159,129,109,74,64,61,49,57,43,45,30,28,20,12,2,11,9,-8,4,3,-11,-16,-6,-21,-4,-9,-7,8,-14,9,-9,3,0,-19,-22,9,-16,14,15,-14,-2,-2,-3,0,-8,-17,-20,1,-5,6,6,16,-4,14,-3,-7,5,-7,14,22,-6,-3,12,-10,2,9,4,7,-4,-1,5,8,24,-1,14,0,17,9,22,10,11,0,13,9,2,27,8,17,17,2,24,16,18,20,22,21,26,25,26,37,24,11,11,21,30,23,24,20,36,23,53,27,37,37,31,20,29,30,35,40,40,23,39,36,7,37,34,36,40,33,43,33,35,43,44,48,53,49,43,51,40,58,57,61,51,48,55,62,54,49,63,46,41,58,62,35,76,46,64,56,55,51,70,68,62,62,76,53,67,58,68,58,64,57,44,58,51,72,45,63,74,58,50,67,48,55,61,52,56,40,58,53,49,47,56,38,59,36,44,61,58,48,46,58,48,46,51,46,47,36,53,59,44,45,55,53,51,42,47,47,46,57,42,46,52,39,50,40,41,62,43,35,35,67,60,72,95,95,109,109,125,132,134,153,174,180,196,207,218,SampleRate:500/TimeStamp(20)/TimeStamp(120)/Beep_Pulse(250)/TimeStamp(220)/TimeStamp(320)/TimeStamp(420)/HeartBeat_Dominant(240)
2004-09-15 08:12:38,208,236,247,243,244,254,263,286,291,298,307,343,359,360,400,391,410,427,435,463,463,463,455,457,421,406,387,356,324,286,257,231,170,165,120,108,87,92,91,100,85,107,98,129,117,137,115,97,65,50,54,26,-8,-9,-36,-37,-40,-48,-46,-38,-56,-46,-56,-51,-46,-64,-54,-48,-57,-63,-63,-81,-54,-68,-62,-57,-70,-64,-54,-65,-68,-54,-55,-72,-65,-70,-44,-47,-58,-34,-38,-47,-69,-62,-62,-57,-64,-66,-42,-32,-47,-53,-68,-46,-53,-38,-34,-66,-54,-60,-67,-63,-61,-58,-66,-67,-64,-60,-69,-59,-80,-65,-68,-56,-89,-56,-52,-67,-79,-80,-77,-83,-65,-74,-89,-69,-76,-83,-64,-83,-81,-73,-79,-72,-87,-66,-80,-76,-46,-75,-62,-57,-82,-61,-63,-70,-65,-61,-48,-69,-64,-62,-58,-56,-56,-46,-59,-41,-55,-47,-51,-53,-30,-37,-34,-28,-23,-13,-12,-15,-22,-17,-9,-5,-12,18,1,-1,-4,1,1,-16,13,20,36,31,34,2,15,14,27,36,31,17,15,28,37,34,45,36,36,46,54,35,32,27,50,35,42,54,44,49,48,62,49,61,62,65,42,48,56,72,68,56,52,60,62,50,59,54,60,64,59,66,72,69,53,62,59,81,59,57,72,44,71,70,53,64,55,54,65,53,61,56,64,58,59,61,55,32,49,47,59,53,59,49,61,72,47,52,49,68,49,53,67,58,51,56,55,60,60,72,52,63,62,61,56,36,65,56,58,62,57,60,66,74,70,63,80,56,71,59,47,35,71,67,59,49,67,56,59,71,65,67,73,62,74,79,60,74,43,69,58,75,52,58,64,49,68,40,59,66,59,70,75,67,61,87,73,72,65,61,62,60,89,66,63,51,65,69,68,54,50,61,58,57,74,70,61,64,49,65,85,70,64,77,61,44,73,79,59,60,65,74,56,61,65,70,78,71,60,79,86,69,84,78,72,87,82,92,92,113,85,88,100,88,70,102,92,97,108,106,111,104,111,115,123,94,119,107,111,99,88,90,82,100,112,94,108,111,98,94,116,88,81,70,80,84,78,72,71,65,69,58,53,69,75,45,65,33,46,36,43,51,56,51,60,58,56,64,50,46,43,37,50,64,55,67,39,47,61,59,49,63,38,46,48,51,51,53,53,42,57,45,50,40,46,29,49,43,48,45,69,95,140,150,226,280,344,380,SampleRate:500/Beep_Pulse(44)/TimeStamp(20)/TimeStamp(120)/TimeStamp(220)/TimeStamp(320)/TimeStamp(420)/HeartBeat_Abnormal(16)/HeartBeat_Dominant(494)
2004-09-15 08:12:39,430,467,475,513,488,490,460,448,408,370,322,279,253,210,171,149,123,105,85,89,72,63,58,45,50,47,31,24,27,36,19,11,12,24,-12,19,3,6,20,1,13,23,11,9,8,-5,8,-3,8,3,-3,12,-16,10,7,3,10,0,10,-9,16,-4,-14,8,26,13,19,8,14,8,13,11,26,-1,12,12,17,-10,15,7,22,15,17,7,12,0,12,15,14,1,21,19,5,4,25,6,38,25,22,33,27,47,34,49,22,21,41,40,41,48,57,34,24,33,20,9,30,30,36,50,38,57,17,43,48,40,42,54,48,51,37,38,54,62,40,60,45,53,62,43,48,50,62,59,61,40,62,55,50,64,61,73,77,77,63,80,81,72,81,80,73,99,86,93,88,91,102,89,86,90,125,97,106,121,108,101,110,101,108,104,129,113,108,118,116,109,88,99,94,71,89,92,65,93,79,101,100,76,87,72,97,62,52,77,63,60,48,61,59,63,55,60,50,59,73,63,23,41,38,51,38,44,56,47,57,35,58,53,65,60,50,38,40,32,42,47,31,50,57,38,38,38,54,54,47,48,34,37,44,47,29,45,54,49,45,36,37,31,30,41,47,40,29,34,26,31,26,30,40,21,38,33,42,27,35,33,55,40,46,53,42,36,59,44,44,57,47,34,53,39,58,51,43,66,59,78,75,64,71,59,64,78,68,50,49,59,60,58,68,47,49,56,34,57,52,49,39,37,24,32,35,36,12,19,16,-3,17,9,2,23,13,20,33,11,15,14,7,17,28,19,16,17,22,10,11,27,18,17,0,9,23,15,26,20,11,9,7,20,15,18,-9,15,28,19,21,9,12,-5,20,37,-5,14,-6,10,21,13,20,45,65,106,163,203,253,285,341,397,396,416,416,423,413,397,374,346,313,260,219,166,144,117,111,65,60,44,58,37,45,31,7,21,6,3,-4,-9,-8,-3,-4,-4,-25,-8,-9,-18,-38,-1,-25,-22,-27,-15,-23,-17,-27,-22,-14,-24,-9,-9,-21,-28,-20,-23,-7,-34,-37,-3,-23,5,-11,-16,-13,-18,-2,-16,-3,-5,-11,-14,-6,-3,-8,-1,5,-9,-4,-19,-14,-1,-17,-1,18,0,4,-4,4,-12,6,-6,13,1,6,-8,-13,9,4,-7,3,5,13,-21,-2,0,7,-3,15,19,21,-1,9,21,-1,7,SampleRate:500/Beep_Pulse(12)/TimeStamp(20)/TimeStamp(120)/TimeStamp(220)/Beep_Pulse(396)/TimeStamp(320)/TimeStamp(420)/HeartBeat_Dominant(385)
2004-09-15 08:12:40,16,13,23,24,6,13,12,37,19,22,17,5,19,15,12,1,17,6,20,18,27,4,20,28,24,22,23,19,28,32,4,34,24,14,19,20,21,23,30,31,29,23,31,33,30,23,20,27,30,47,28,23,48,46,57,41,32,43,31,56,44,39,54,48,38,51,45,35,48,40,38,50,40,36,53,32,64,43,55,53,46,41,34,40,35,26,29,44,29,11,28,36,37,38,27,35,25,28,41,37,20,34,41,35,27,31,39,40,32,43,11,21,32,45,33,37,46,41,29,40,29,38,31,56,49,34,27,38,47,48,30,39,18,43,22,34,61,35,48,42,27,30,24,37,36,29,36,38,27,55,58,57,46,44,41,35,58,40,49,61,52,46,62,38,55,45,50,49,73,51,49,48,55,76,82,63,86,60,61,71,54,59,53,33,82,61,49,41,53,51,64,54,61,35,60,42,55,35,48,34,41,23,47,48,43,35,43,34,30,29,14,14,8,41,32,29,29,19,15,11,21,38,13,27,34,21,27,31,19,14,25,8,14,35,35,46,27,22,45,25,46,21,40,38,34,14,37,17,6,8,-4,12,3,0,20,19,55,66,86,144,171,250,277,327,369,387,398,414,439,432,409,386,363,338,288,231,219,163,132,112,99,73,45,45,47,40,37,32,22,25,24,11,-1,1,-6,-2,11,11,3,-3,-4,-15,1,8,-3,-17,-17,-14,5,-14,-3,-4,2,-1,-1,-3,9,-5,2,-11,0,19,-3,17,7,-7,2,-15,-7,6,-2,15,-1,0,2,4,11,16,10,-2,-9,-1,19,-12,21,7,6,9,-1,5,17,-10,23,-2,3,6,-10,14,9,27,9,11,17,12,8,36,19,21,15,27,18,12,31,10,32,26,29,8,10,31,30,26,32,3,9,28,21,31,23,29,18,17,12,30,20,27,30,40,27,28,29,23,19,30,40,32,32,17,33,19,21,29,44,16,35,26,26,28,43,49,32,33,26,36,48,39,37,55,46,40,63,37,57,59,44,55,56,63,48,60,63,66,42,51,46,49,60,63,64,45,43,58,39,48,75,39,47,55,61,60,37,56,25,41,45,51,42,64,40,48,38,55,23,55,59,48,51,50,50,60,62,55,34,51,51,51,53,56,47,25,46,38,59,42,50,42,59,38,34,62,SampleRate:500/TimeStamp(20)/TimeStamp(120)/Beep_Pulse(276)/TimeStamp(220)/TimeStamp(320)/TimeStamp(420)/HeartBeat_Dominant(265)
2004-09-15 08:12:41,50,49,28,47,41,45,70,47,21,64,61,44,58,46,50,90,74,101,109,100,126,129,150,150,164,160,181,207,208,202,207,243,234,238,265,259,257,289,299,331,348,356,369,385,416,420,459,475,463,464,451,438,407,407,378,346,312,279,244,208,187,127,99,81,67,57,83,105,103,108,105,120,114,103,88,65,41,28,27,-12,-40,-42,-52,-37,-42,-35,-56,-52,-56,-63,-61,-67,-50,-37,-56,-57,-75,-67,-52,-67,-56,-69,-58,-60,-54,-57,-61,-72,-52,-62,-57,-62,-73,-51,-67,-58,-56,-59,-54,-53,-71,-66,-67,-64,-66,-79,-53,-74,-84,-79,-78,-65,-72,-71,-66,-72,-81,-74,-65,-85,-71,-74,-71,-82,-82,-70,-65,-98,-95,-94,-82,-90,-85,-66,-80,-80,-84,-68,-89,-81,-80,-79,-84,-81,-84,-100,-85,-97,-75,-72,-85,-95,-98,-70,-84,-66,-68,-84,-63,-63,-79,-52,-71,-60,-70,-70,-62,-69,-43,-74,-67,-76,-55,-84,-53,-35,-66,-59,-59,-50,-21,-43,-68,-36,-46,-30,-27,-39,-37,-34,-18,-35,-27,-28,-31,-9,-25,-3,-12,-4,-4,9,11,19,-15,-6,41,6,4,18,10,38,14,16,27,34,34,26,45,45,35,30,24,38,36,38,59,51,49,42,35,57,47,64,37,56,71,39,23,50,58,64,35,33,49,61,31,45,64,49,52,54,52,53,46,41,64,60,56,46,46,46,40,60,51,31,44,51,47,56,52,55,49,43,52,48,39,51,46,54,44,47,54,60,46,68,43,57,65,38,54,55,55,59,54,49,54,51,51,62,47,45,53,41,47,31,70,54,73,44,51,43,52,61,44,64,38,57,49,48,65,49,49,46,54,56,37,45,61,40,49,50,53,50,46,42,30,45,57,66,47,45,62,51,65,53,70,48,51,52,43,47,59,47,44,36,35,49,56,53,55,46,53,55,44,38,45,53,50,54,61,61,49,28,42,33,48,41,63,53,55,59,59,48,57,33,45,26,52,38,34,38,51,40,49,50,49,55,53,51,62,52,43,66,62,55,62,64,66,82,60,75,62,63,59,65,77,67,64,75,73,78,83,102,97,65,67,66,67,66,67,61,74,84,83,88,59,61,80,78,42,53,62,54,70,50,47,46,55,46,40,34,53,35,42,40,42,18,22,36,27,48,53,21,23,28,45,37,33,39,14,28,33,30,31,20,41,54,25,41,SampleRate:500/Beep_Pulse(72)/TimeStamp(20)/TimeStamp(120)/TimeStamp(220)/TimeStamp(320)/TimeStamp(420)/HeartBeat_Abnormal(47)
2004-09-15 08:12:42,18,31,29,29,23,22,30,32,35,52,24,24,32,19,11,22,23,37,46,79,126,170,242,274,305,377,411,436,447,472,467,444,439,408,377,334,286,232,208,168,133,121,88,71,64,57,39,55,62,34,35,43,23,11,13,-30,13,-5,-9,17,17,-10,7,-4,4,-4,8,-11,9,8,-15,-4,-1,-4,2,-27,19,5,-10,9,9,9,10,9,0,-6,6,11,5,2,2,16,-2,1,-2,20,19,6,19,9,16,21,14,13,6,12,-3,10,27,8,3,8,19,9,14,22,26,35,24,14,19,20,29,20,28,32,31,29,27,33,35,40,42,24,37,32,44,55,33,42,51,32,34,40,33,59,54,36,47,54,63,44,49,40,52,53,58,59,47,49,54,60,61,39,51,62,65,48,61,62,51,52,57,60,59,58,74,61,71,67,68,70,71,69,81,73,84,86,94,93,103,94,107,96,98,80,86,117,105,98,98,105,100,106,87,107,104,106,89,89,97,88,91,90,88,78,90,94,65,83,92,82,73,82,64,75,56,67,68,69,58,50,48,52,63,49,65,54,63,45,51,54,58,50,41,39,52,58,60,49,54,50,48,42,49,67,52,49,38,48,54,36,46,47,54,61,48,32,48,46,63,45,38,53,64,44,53,52,38,56,50,49,53,43,48,69,33,57,44,52,38,52,48,50,38,39,30,48,50,43,42,54,35,42,54,67,54,49,70,72,63,57,54,61,52,70,59,67,72,59,72,59,82,65,69,75,69,81,54,89,59,60,75,46,64,60,62,53,64,69,60,54,46,39,60,54,38,44,40,35,36,45,30,39,11,25,14,31,33,18,29,18,29,32,19,19,29,15,17,27,29,22,19,22,30,12,10,41,33,20,19,20,13,38,14,6,19,37,28,20,37,22,3,21,26,19,14,-2,5,18,26,27,45,77,107,168,198,269,324,365,402,431,441,438,449,428,408,388,359,322,270,223,177,144,113,108,91,79,34,55,62,39,23,22,31,4,7,-12,-5,-6,0,-1,-11,-26,-14,0,-15,-38,-20,-12,-1,9,-27,-17,-9,-22,-13,-13,-17,-19,-17,-17,-8,-13,-6,-17,-9,-14,-11,-2,15,-3,-12,-24,-8,-7,-13,-17,5,1,3,-11,6,-7,-7,4,-2,-9,-2,10,-3,1,-9,-8,-3,-7,6,24,6,-1,SampleRate:500/Beep_Pulse(38)/TimeStamp(20)/TimeStamp(120)/TimeStamp(220)/TimeStamp(320)/Beep_Pulse(422)/TimeStamp(420)/HeartBeat_Dominant(21)/HeartBeat_Dominant(408)
